z,d,rad,n
campus,2019-11-02,,0
ring,2019-11-02,,0
campus,2019-11-03,34.79500720418733,4
ring,2019-11-03,24.998131223692837,1416
campus,2019-11-04,52.844140965363074,4
ring,2019-11-04,26.41041572399814,1430
campus,2019-11-05,58.24882815624105,4
ring,2019-11-05,29.583146272021636,1432
campus,2019-11-06,,0
ring,2019-11-06,,0
campus,2019-11-07,39.19840810627773,4
ring,2019-11-07,22.207067610746133,1423
campus,2019-11-08,36.54532315402196,4
ring,2019-11-08,25.59632362405106,1291
campus,2019-11-09,42.3586248940435,4
ring,2019-11-09,27.255338596527483,1277
campus,2019-11-10,47.369365309846806,4
ring,2019-11-10,30.48796414005802,1275
campus,2019-11-11,,0
ring,2019-11-11,40.94018428716143,476
campus,2019-11-12,,0
ring,2019-11-12,,0
campus,2019-11-13,41.65292494050388,4
ring,2019-11-13,26.854267339104968,1190
campus,2019-11-14,42.40779813404742,4
ring,2019-11-14,29.82361511656723,1214
campus,2019-11-15,,0
ring,2019-11-15,28.355077027061984,776
campus,2019-11-16,41.40283906459809,4
ring,2019-11-16,30.991920921537254,1236
campus,2019-11-17,,0
ring,2019-11-17,,0
campus,2019-11-18,49.16863295127605,4
ring,2019-11-18,24.88204382571052,1280
campus,2019-11-19,43.31908719293003,4
ring,2019-11-19,26.355911901359057,1315
campus,2019-11-20,29.669888201626865,2
ring,2019-11-20,24.09953151116975,168
campus,2019-11-21,48.015586589944775,4
ring,2019-11-21,27.174859237754873,1427
campus,2019-11-22,,0
ring,2019-11-22,1.3680178076028824,24
campus,2019-11-23,,0
ring,2019-11-23,1.554143730799357,15
campus,2019-11-24,,0
ring,2019-11-24,,0
campus,2019-11-25,43.15329938099302,4
ring,2019-11-25,22.205657341128397,1402
campus,2019-11-26,,0
ring,2019-11-26,,0
campus,2019-11-27,,0
ring,2019-11-27,,0
campus,2019-11-28,46.661242892002235,4
ring,2019-11-28,24.87366213655344,1415
campus,2019-11-29,,0
ring,2019-11-29,2.4040246327718098,15
campus,2019-11-30,,0
ring,2019-11-30,,0
campus,2019-12-01,38.60888122690136,4
ring,2019-12-01,22.46154395860476,1429
campus,2019-12-02,48.615831457335375,4
ring,2019-12-02,25.980916835018185,1432
campus,2019-12-03,44.06705952923874,4
ring,2019-12-03,26.972319897994765,1432
campus,2019-12-04,43.190422119765444,4
ring,2019-12-04,24.055811574809404,1432
campus,2019-12-05,44.7748177668144,4
ring,2019-12-05,22.06986586804204,1117
campus,2019-12-06,38.41503507104414,4
ring,2019-12-06,28.229753642381933,1268
campus,2019-12-07,53.08310226736397,4
ring,2019-12-07,32.54438508568566,1276
campus,2019-12-08,43.06768928725144,4
ring,2019-12-08,32.17676542607226,1235
campus,2019-12-09,39.45010781288147,4
ring,2019-12-09,27.420796641466808,972
campus,2019-12-10,33.20468433972063,4
ring,2019-12-10,26.396219626208048,1338
campus,2019-12-11,39.01951856037667,4
ring,2019-12-11,26.939964544870474,1286
campus,2019-12-12,,0
ring,2019-12-12,32.28817283016892,83
campus,2019-12-13,42.9864807868826,4
ring,2019-12-13,29.090276530128456,1246
campus,2019-12-14,34.72151254785472,4
ring,2019-12-14,26.657064024802878,1214
campus,2019-12-15,36.080732534671654,4
ring,2019-12-15,25.186547248211998,1200
campus,2019-12-16,,0
ring,2019-12-16,28.47669882572282,507
